Tanggal,Tahun,Bulan,Nama_Bulan,Komoditas,Negara_Tujuan,Nilai_Ekspor_USD,Volume_Ton
2022-06-30,2022,6,June,Kakao,Malaysia,165188.86,36.99
2022-06-30,2022,6,June,Kakao,Jepang,325599.4,136.52
2022-06-30,2022,6,June,Kakao,Amerika Serikat,402079.51,84.91
2022-06-30,2022,6,June,Kakao,Singapura,110146.04,35.68
2022-06-30,2022,6,June,Kakao,Vietnam,222025.99,65.73
2022-06-30,2022,6,June,Kakao,Thailand,232433.04,68.22
2022-06-30,2022,6,June,Kakao,Korea Selatan,256899.08,87.53
2022-06-30,2022,6,June,Besi dan Baja,Tiongkok,149853.57,30.47
2022-06-30,2022,6,June,Besi dan Baja,Malaysia,301034.86,98.19
2022-06-30,2022,6,June,Besi dan Baja,Jepang,243209.02,58.66
2022-06-30,2022,6,June,Besi dan Baja,Amerika Serikat,197633.45,83.19
2022-06-30,2022,6,June,Besi dan Baja,Singapura,115531.65,30.46
2022-06-30,2022,6,June,Besi dan Baja,Vietnam,264101.77,78.9
2022-06-30,2022,6,June,Besi dan Baja,Thailand,121853.94,30.37
2022-06-30,2022,6,June,Besi dan Baja,Korea Selatan,160162.75,49.07
2022-06-30,2022,6,June,Kelapa,Tiongkok,162250.24,109.16
2022-06-30,2022,6,June,Kelapa,Malaysia,88085.46,73.18
2022-06-30,2022,6,June,Kelapa,Jepang,99742.35,39.58
2022-06-30,2022,6,June,Kelapa,Amerika Serikat,116157.44,61.91
2022-06-30,2022,6,June,Kelapa,Singapura,87301.76,73.82
2022-06-30,2022,6,June,Kelapa,Vietnam,71856.06,52.33
2022-06-30,2022,6,June,Kelapa,Thailand,51508.57,46.24
2022-06-30,2022,6,June,Kelapa,Korea Selatan,84448.72,81.59
2022-06-30,2022,6,June,Jagung,Tiongkok,62571.61,23.71
2022-06-30,2022,6,June,Jagung,Malaysia,43497.92,19.84
2022-06-30,2022,6,June,Jagung,Jepang,16564.64,6.71
2022-06-30,2022,6,June,Jagung,Amerika Serikat,58149.48,23.42
2022-06-30,2022,6,June,Jagung,Singapura,20020.44,11.74
2022-06-30,2022,6,June,Jagung,Vietnam,21875.96,9.3
2022-06-30,2022,6,June,Jagung,Thailand,58917.0,26.11
2022-06-30,2022,6,June,Jagung,Korea Selatan,18286.19,6.96
2022-06-30,2022,6,June,Produk Perikanan,Tiongkok,137874.83,53.8
2022-06-30,2022,6,June,Produk Perikanan,Malaysia,169068.15,151.98
2022-06-30,2022,6,June,Produk Perikanan,Jepang,131670.75,83.75
2022-06-30,2022,6,June,Produk Perikanan,Amerika Serikat,58865.13,20.19
2022-06-30,2022,6,June,Produk Perikanan,Singapura,88829.75,66.64
2022-06-30,2022,6,June,Produk Perikanan,Vietnam,48971.77,33.3
2022-06-30,2022,6,June,Produk Perikanan,Thailand,93561.42,65.73
2022-06-30,2022,6,June,Produk Perikanan,Korea Selatan,112312.12,56.12
2022-06-30,2022,6,June,Kerajinan Rotan,Tiongkok,26933.4,11.75
2022-06-30,2022,6,June,Kerajinan Rotan,Malaysia,32201.28,13.61
2022-06-30,2022,6,June,Kerajinan Rotan,Jepang,65072.95,40.2
2022-06-30,2022,6,June,Kerajinan Rotan,Amerika Serikat,38638.91,13.02
2022-06-30,2022,6,June,Kerajinan Rotan,Singapura,29440.92,17.23
2022-06-30,2022,6,June,Kerajinan Rotan,Vietnam,23775.85,8.4
2022-06-30,2022,6,June,Kerajinan Rotan,Thailand,67537.59,55.96
2022-06-30,2022,6,June,Kerajinan Rotan,Korea Selatan,76232.76,57.0
2022-06-30,2022,6,June,Minyak Kelapa,Tiongkok,60818.26,21.03
2022-06-30,2022,6,June,Minyak Kelapa,Malaysia,40212.21,29.21
2022-06-30,2022,6,June,Minyak Kelapa,Jepang,17168.99,13.33
2022-06-30,2022,6,June,Minyak Kelapa,Amerika Serikat,37137.48,14.33
2022-06-30,2022,6,June,Minyak Kelapa,Singapura,16837.97,7.36
2022-06-30,2022,6,June,Minyak Kelapa,Vietnam,20187.06,15.14
2022-06-30,2022,6,June,Minyak Kelapa,Thailand,62937.99,36.85
2022-06-30,2022,6,June,Minyak Kelapa,Korea Selatan,45886.54,19.49
2022-06-30,2022,6,June,Produk Olahan,Tiongkok,58804.83,38.38
2022-06-30,2022,6,June,Produk Olahan,Malaysia,58619.8,21.07
2022-06-30,2022,6,June,Produk Olahan,Jepang,62186.15,20.85
2022-06-30,2022,6,June,Produk Olahan,Amerika Serikat,73983.62,31.5
2022-06-30,2022,6,June,Produk Olahan,Singapura,61712.73,26.0
2022-06-30,2022,6,June,Produk Olahan,Vietnam,64419.06,53.06
2022-06-30,2022,6,June,Produk Olahan,Thailand,67756.09,38.37
2022-06-30,2022,6,June,Produk Olahan,Korea Selatan,33776.03,18.01
2022-07-31,2022,7,July,Kakao,Tiongkok,336322.89,69.94
2022-07-31,2022,7,July,Kakao,Malaysia,145212.98,31.4
2022-07-31,2022,7,July,Kakao,Jepang,111034.3,50.43
2022-07-31,2022,7,July,Kakao,Amerika Serikat,283064.87,72.59
2022-07-31,2022,7,July,Kakao,Singapura,83351.34,20.05
2022-07-31,2022,7,July,Kakao,Vietnam,105850.56,27.28
2022-07-31,2022,7,July,Kakao,Thailand,213458.37,78.91
2022-07-31,2022,7,July,Kakao,Korea Selatan,108326.59,28.6
2022-07-31,2022,7,July,Besi dan Baja,Tiongkok,130914.81,27.69
2022-07-31,2022,7,July,Besi dan Baja,Malaysia,337606.35,67.55
2022-07-31,2022,7,July,Besi dan Baja,Jepang,206525.71,51.78
2022-07-31,2022,7,July,Besi dan Baja,Amerika Serikat,366806.02,104.54
2022-07-31,2022,7,July,Besi dan Baja,Singapura,141778.0,28.74
2022-07-31,2022,7,July,Besi dan Baja,Vietnam,105081.13,36.26
2022-07-31,2022,7,July,Besi dan Baja,Thailand,139257.71,31.31
2022-07-31,2022,7,July,Besi dan Baja,Korea Selatan,131457.4,43.43
2022-07-31,2022,7,July,Kelapa,Tiongkok,111702.79,60.96
2022-07-31,2022,7,July,Kelapa,Malaysia,157254.32,59.53
2022-07-31,2022,7,July,Kelapa,Jepang,41209.54,37.02
2022-07-31,2022,7,July,Kelapa,Amerika Serikat,98221.98,34.37
2022-07-31,2022,7,July,Kelapa,Singapura,111861.44,59.13
2022-07-31,2022,7,July,Kelapa,Vietnam,88997.13,66.03
2022-07-31,2022,7,July,Kelapa,Thailand,81755.52,71.63
2022-07-31,2022,7,July,Kelapa,Korea Selatan,77428.86,25.87
2022-07-31,2022,7,July,Jagung,Tiongkok,98876.95,53.04
2022-07-31,2022,7,July,Jagung,Malaysia,66735.94,24.06
2022-07-31,2022,7,July,Jagung,Jepang,54129.64,23.95
2022-07-31,2022,7,July,Jagung,Amerika Serikat,19331.1,16.28
2022-07-31,2022,7,July,Jagung,Singapura,55079.78,37.39
2022-07-31,2022,7,July,Jagung,Vietnam,54421.32,33.18
2022-07-31,2022,7,July,Jagung,Thailand,23982.53,8.21
2022-07-31,2022,7,July,Jagung,Korea Selatan,68174.85,37.59
2022-07-31,2022,7,July,Produk Perikanan,Tiongkok,56336.33,55.38
2022-07-31,2022,7,July,Produk Perikanan,Malaysia,124539.12,65.18
2022-07-31,2022,7,July,Produk Perikanan,Jepang,46193.25,25.03
2022-07-31,2022,7,July,Produk Perikanan,Amerika Serikat,75829.82,30.77
2022-07-31,2022,7,July,Produk Perikanan,Singapura,89161.96,40.96
2022-07-31,2022,7,July,Produk Perikanan,Vietnam,61151.26,27.11
2022-07-31,2022,7,July,Produk Perikanan,Thailand,78612.28,51.83
2022-07-31,2022,7,July,Produk Perikanan,Korea Selatan,88713.13,46.79
2022-07-31,2022,7,July,Kerajinan Rotan,Tiongkok,33183.08,14.72
2022-07-31,2022,7,July,Kerajinan Rotan,Malaysia,103433.85,52.76
2022-07-31,2022,7,July,Kerajinan Rotan,Jepang,59717.12,21.08
2022-07-31,2022,7,July,Kerajinan Rotan,Amerika Serikat,46881.88,19.23
2022-07-31,2022,7,July,Kerajinan Rotan,Singapura,39578.0,28.58
2022-07-31,2022,7,July,Kerajinan Rotan,Vietnam,24155.09,8.54
2022-07-31,2022,7,July,Kerajinan Rotan,Thailand,70347.83,34.05
2022-07-31,2022,7,July,Kerajinan Rotan,Korea Selatan,40950.17,32.53
2022-07-31,2022,7,July,Minyak Kelapa,Tiongkok,25472.66,11.34
2022-07-31,2022,7,July,Minyak Kelapa,Malaysia,73668.58,51.13
2022-07-31,2022,7,July,Minyak Kelapa,Jepang,45752.7,16.04
2022-07-31,2022,7,July,Minyak Kelapa,Amerika Serikat,35912.73,17.65
2022-07-31,2022,7,July,Minyak Kelapa,Singapura,62807.84,26.92
2022-07-31,2022,7,July,Minyak Kelapa,Vietnam,54069.44,44.36
2022-07-31,2022,7,July,Minyak Kelapa,Thailand,19524.25,8.5
2022-07-31,2022,7,July,Minyak Kelapa,Korea Selatan,56910.22,22.29
2022-07-31,2022,7,July,Produk Olahan,Tiongkok,58917.8,21.16
2022-07-31,2022,7,July,Produk Olahan,Malaysia,55206.05,36.89
2022-07-31,2022,7,July,Produk Olahan,Jepang,44052.61,17.87
2022-07-31,2022,7,July,Produk Olahan,Amerika Serikat,26171.68,17.71
2022-07-31,2022,7,July,Produk Olahan,Singapura,28634.93,19.5
2022-07-31,2022,7,July,Produk Olahan,Vietnam,58637.42,20.0
2022-07-31,2022,7,July,Produk Olahan,Thailand,33485.34,33.02
2022-07-31,2022,7,July,Produk Olahan,Korea Selatan,51378.91,39.73
2022-08-31,2022,8,August,Kakao,Tiongkok,239830.84,62.31
2022-08-31,2022,8,August,Kakao,Malaysia,236384.34,80.77
2022-08-31,2022,8,August,Kakao,Jepang,221139.98,49.89
2022-08-31,2022,8,August,Kakao,Amerika Serikat,296437.37,92.08
2022-08-31,2022,8,August,Kakao,Singapura,165387.23,35.24
2022-08-31,2022,8,August,Kakao,Vietnam,82743.56,17.2
2022-08-31,2022,8,August,Kakao,Thailand,219571.34,84.36
2022-08-31,2022,8,August,Kakao,Korea Selatan,243175.41,84.81
2022-08-31,2022,8,August,Besi dan Baja,Tiongkok,156262.86,63.79
2022-08-31,2022,8,August,Besi dan Baja,Malaysia,249716.44,63.45
2022-08-31,2022,8,August,Besi dan Baja,Jepang,290274.48,136.04
2022-08-31,2022,8,August,Besi dan Baja,Amerika Serikat,134504.72,36.35
2022-08-31,2022,8,August,Besi dan Baja,Singapura,180490.48,40.4
2022-08-31,2022,8,August,Besi dan Baja,Vietnam,199602.98,59.08
2022-08-31,2022,8,August,Besi dan Baja,Thailand,107178.33,26.44
2022-08-31,2022,8,August,Besi dan Baja,Korea Selatan,209510.85,60.62
2022-08-31,2022,8,August,Kelapa,Tiongkok,150694.66,112.06
2022-08-31,2022,8,August,Kelapa,Malaysia,150341.69,114.38
2022-08-31,2022,8,August,Kelapa,Jepang,96950.66,84.61
2022-08-31,2022,8,August,Kelapa,Amerika Serikat,74877.09,28.72
2022-08-31,2022,8,August,Kelapa,Singapura,112231.32,56.01
2022-08-31,2022,8,August,Kelapa,Vietnam,97783.44,77.3
2022-08-31,2022,8,August,Kelapa,Thailand,76558.51,64.94
2022-08-31,2022,8,August,Kelapa,Korea Selatan,87401.11,32.22
2022-08-31,2022,8,August,Jagung,Tiongkok,29084.26,19.07
2022-08-31,2022,8,August,Jagung,Malaysia,24049.54,9.86
2022-08-31,2022,8,August,Jagung,Jepang,63911.19,37.33
2022-08-31,2022,8,August,Jagung,Amerika Serikat,26993.5,11.85
2022-08-31,2022,8,August,Jagung,Singapura,45081.64,16.41
2022-08-31,2022,8,August,Jagung,Vietnam,52635.39,24.07
2022-08-31,2022,8,August,Jagung,Thailand,39314.29,29.74
2022-08-31,2022,8,August,Jagung,Korea Selatan,55750.94,46.01
2022-08-31,2022,8,August,Produk Perikanan,Tiongkok,152240.09,53.0
2022-08-31,2022,8,August,Produk Perikanan,Malaysia,160835.98,77.65
2022-08-31,2022,8,August,Produk Perikanan,Jepang,123010.68,61.94
2022-08-31,2022,8,August,Produk Perikanan,Amerika Serikat,101424.34,37.65
2022-08-31,2022,8,August,Produk Perikanan,Singapura,67347.67,40.41
2022-08-31,2022,8,August,Produk Perikanan,Vietnam,90869.62,61.54
2022-08-31,2022,8,August,Produk Perikanan,Thailand,62616.74,37.54
2022-08-31,2022,8,August,Produk Perikanan,Korea Selatan,49969.24,17.24
2022-08-31,2022,8,August,Kerajinan Rotan,Tiongkok,29614.48,15.41
2022-08-31,2022,8,August,Kerajinan Rotan,Malaysia,20819.82,12.65
2022-08-31,2022,8,August,Kerajinan Rotan,Jepang,51216.35,29.9
2022-08-31,2022,8,August,Kerajinan Rotan,Amerika Serikat,73274.99,41.76
2022-08-31,2022,8,August,Kerajinan Rotan,Singapura,28391.14,14.82
2022-08-31,2022,8,August,Kerajinan Rotan,Vietnam,19037.06,7.87
2022-08-31,2022,8,August,Kerajinan Rotan,Thailand,33582.44,13.16
2022-08-31,2022,8,August,Kerajinan Rotan,Korea Selatan,48584.6,34.46
2022-08-31,2022,8,August,Minyak Kelapa,Tiongkok,19298.65,7.13
2022-08-31,2022,8,August,Minyak Kelapa,Malaysia,101798.56,59.7
2022-08-31,2022,8,August,Minyak Kelapa,Jepang,30741.03,10.93
2022-08-31,2022,8,August,Minyak Kelapa,Amerika Serikat,21939.45,11.05
2022-08-31,2022,8,August,Minyak Kelapa,Singapura,27344.24,9.47
2022-08-31,2022,8,August,Minyak Kelapa,Vietnam,34022.31,11.95
2022-08-31,2022,8,August,Minyak Kelapa,Thailand,28976.78,12.05
2022-08-31,2022,8,August,Minyak Kelapa,Korea Selatan,73716.0,48.18
2022-08-31,2022,8,August,Produk Olahan,Tiongkok,17575.22,14.32
2022-08-31,2022,8,August,Produk Olahan,Malaysia,116321.25,44.66
2022-08-31,2022,8,August,Produk Olahan,Jepang,42506.34,26.56
2022-08-31,2022,8,August,Produk Olahan,Amerika Serikat,37191.84,21.23
2022-08-31,2022,8,August,Produk Olahan,Singapura,34629.69,29.98
2022-08-31,2022,8,August,Produk Olahan,Vietnam,20573.73,11.3
2022-08-31,2022,8,August,Produk Olahan,Thailand,47916.08,18.4
2022-08-31,2022,8,August,Produk Olahan,Korea Selatan,37475.29,30.8
2022-09-30,2022,9,September,Kakao,Tiongkok,292833.88,116.93
2022-09-30,2022,9,September,Kakao,Malaysia,252434.98,65.14
2022-09-30,2022,9,September,Kakao,Jepang,156362.77,43.19
2022-09-30,2022,9,September,Kakao,Amerika Serikat,67262.65,26.25
2022-09-30,2022,9,September,Kakao,Singapura,160070.42,38.39
2022-09-30,2022,9,September,Kakao,Vietnam,187295.19,76.0
2022-09-30,2022,9,September,Kakao,Thailand,91378.8,29.32
2022-09-30,2022,9,September,Kakao,Korea Selatan,170924.31,53.05
2022-09-30,2022,9,September,Besi dan Baja,Tiongkok,127885.32,52.7
2022-09-30,2022,9,September,Besi dan Baja,Malaysia,367969.99,170.08
2022-09-30,2022,9,September,Besi dan Baja,Jepang,238233.57,66.53
2022-09-30,2022,9,September,Besi dan Baja,Amerika Serikat,140781.29,54.29
2022-09-30,2022,9,September,Besi dan Baja,Singapura,177634.3,67.53
2022-09-30,2022,9,September,Besi dan Baja,Vietnam,318506.44,154.17
2022-09-30,2022,9,September,Besi dan Baja,Thailand,212025.46,73.32
2022-09-30,2022,9,September,Besi dan Baja,Korea Selatan,128459.4,31.39
2022-09-30,2022,9,September,Kelapa,Tiongkok,158865.09,55.26
2022-09-30,2022,9,September,Kelapa,Malaysia,80926.03,54.43
2022-09-30,2022,9,September,Kelapa,Jepang,67208.72,58.7
2022-09-30,2022,9,September,Kelapa,Amerika Serikat,85849.36,30.23
2022-09-30,2022,9,September,Kelapa,Singapura,38072.07,13.15
2022-09-30,2022,9,September,Kelapa,Vietnam,51019.41,28.27
2022-09-30,2022,9,September,Kelapa,Thailand,72141.53,57.87
2022-09-30,2022,9,September,Kelapa,Korea Selatan,70951.2,27.87
2022-09-30,2022,9,September,Jagung,Tiongkok,29189.32,16.84
2022-09-30,2022,9,September,Jagung,Malaysia,33106.92,12.75
2022-09-30,2022,9,September,Jagung,Jepang,22886.37,13.2
2022-09-30,2022,9,September,Jagung,Amerika Serikat,68847.5,55.4
2022-09-30,2022,9,September,Jagung,Singapura,58667.03,32.95
2022-09-30,2022,9,September,Jagung,Vietnam,56065.38,26.59
2022-09-30,2022,9,September,Jagung,Thailand,35500.99,13.22
2022-09-30,2022,9,September,Jagung,Korea Selatan,57117.78,20.89
2022-09-30,2022,9,September,Produk Perikanan,Tiongkok,167129.47,140.48
2022-09-30,2022,9,September,Produk Perikanan,Malaysia,148472.36,59.06
2022-09-30,2022,9,September,Produk Perikanan,Jepang,63119.38,24.32
2022-09-30,2022,9,September,Produk Perikanan,Amerika Serikat,43612.66,22.63
2022-09-30,2022,9,September,Produk Perikanan,Singapura,59723.22,57.64
2022-09-30,2022,9,September,Produk Perikanan,Vietnam,84645.73,37.8
2022-09-30,2022,9,September,Produk Perikanan,Thailand,87115.21,60.88
2022-09-30,2022,9,September,Produk Perikanan,Korea Selatan,123684.36,94.18
2022-09-30,2022,9,September,Kerajinan Rotan,Tiongkok,108166.95,54.04
2022-09-30,2022,9,September,Kerajinan Rotan,Malaysia,27302.22,17.0
2022-09-30,2022,9,September,Kerajinan Rotan,Jepang,31629.26,11.07
2022-09-30,2022,9,September,Kerajinan Rotan,Amerika Serikat,55345.53,25.37
2022-09-30,2022,9,September,Kerajinan Rotan,Singapura,30061.84,17.39
2022-09-30,2022,9,September,Kerajinan Rotan,Vietnam,23480.77,8.85
2022-09-30,2022,9,September,Kerajinan Rotan,Thailand,49277.73,20.3
2022-09-30,2022,9,September,Kerajinan Rotan,Korea Selatan,43380.33,15.86
2022-09-30,2022,9,September,Minyak Kelapa,Tiongkok,86991.44,45.68
2022-09-30,2022,9,September,Minyak Kelapa,Malaysia,47582.87,16.39
2022-09-30,2022,9,September,Minyak Kelapa,Jepang,69884.8,25.3
2022-09-30,2022,9,September,Minyak Kelapa,Amerika Serikat,18228.34,7.44
2022-09-30,2022,9,September,Minyak Kelapa,Singapura,56673.59,30.06
2022-09-30,2022,9,September,Minyak Kelapa,Vietnam,55428.45,31.41
2022-09-30,2022,9,September,Minyak Kelapa,Thailand,33765.89,19.47
2022-09-30,2022,9,September,Minyak Kelapa,Korea Selatan,59078.03,34.28
2022-09-30,2022,9,September,Produk Olahan,Tiongkok,69011.93,44.85
2022-09-30,2022,9,September,Produk Olahan,Malaysia,101651.4,41.54
2022-09-30,2022,9,September,Produk Olahan,Jepang,61788.61,58.37
2022-09-30,2022,9,September,Produk Olahan,Amerika Serikat,46605.05,22.28
2022-09-30,2022,9,September,Produk Olahan,Singapura,19268.94,13.9
2022-09-30,2022,9,September,Produk Olahan,Vietnam,28988.02,14.99
2022-09-30,2022,9,September,Produk Olahan,Thailand,13988.8,5.75
2022-09-30,2022,9,September,Produk Olahan,Korea Selatan,45129.13,30.36
2022-10-31,2022,10,October,Kakao,Tiongkok,128852.48,50.14
2022-10-31,2022,10,October,Kakao,Malaysia,171114.12,62.4
2022-10-31,2022,10,October,Kakao,Jepang,198757.79,44.43
2022-10-31,2022,10,October,Kakao,Amerika Serikat,101153.5,35.86
2022-10-31,2022,10,October,Kakao,Singapura,129875.24,31.45
2022-10-31,2022,10,October,Kakao,Vietnam,152270.87,72.08
2022-10-31,2022,10,October,Kakao,Thailand,221753.79,45.21
2022-10-31,2022,10,October,Kakao,Korea Selatan,147291.98,30.46
2022-10-31,2022,10,October,Besi dan Baja,Tiongkok,141939.42,41.78
2022-10-31,2022,10,October,Besi dan Baja,Malaysia,287308.14,85.35
2022-10-31,2022,10,October,Besi dan Baja,Jepang,196077.45,78.66
2022-10-31,2022,10,October,Besi dan Baja,Amerika Serikat,287917.82,72.12
2022-10-31,2022,10,October,Besi dan Baja,Singapura,245047.79,51.73
2022-10-31,2022,10,October,Besi dan Baja,Vietnam,113752.67,26.93
2022-10-31,2022,10,October,Besi dan Baja,Thailand,295070.09,63.19
2022-10-31,2022,10,October,Besi dan Baja,Korea Selatan,177329.78,85.11
2022-10-31,2022,10,October,Kelapa,Tiongkok,110658.5,49.03
2022-10-31,2022,10,October,Kelapa,Malaysia,146359.34,93.85
2022-10-31,2022,10,October,Kelapa,Jepang,55386.68,30.31
2022-10-31,2022,10,October,Kelapa,Amerika Serikat,99612.16,33.41
2022-10-31,2022,10,October,Kelapa,Singapura,73465.05,44.28
2022-10-31,2022,10,October,Kelapa,Vietnam,120352.7,50.82
2022-10-31,2022,10,October,Kelapa,Thailand,42287.0,15.4
2022-10-31,2022,10,October,Kelapa,Korea Selatan,99022.0,59.72
2022-10-31,2022,10,October,Jagung,Tiongkok,50745.42,17.61
2022-10-31,2022,10,October,Jagung,Malaysia,46046.51,16.97
2022-10-31,2022,10,October,Jagung,Jepang,26509.52,14.33
2022-10-31,2022,10,October,Jagung,Amerika Serikat,77791.82,30.82
2022-10-31,2022,10,October,Jagung,Singapura,56746.02,29.39
2022-10-31,2022,10,October,Jagung,Vietnam,23132.27,12.36
2022-10-31,2022,10,October,Jagung,Thailand,60389.77,23.83
2022-10-31,2022,10,October,Jagung,Korea Selatan,53962.66,22.09
2022-10-31,2022,10,October,Produk Perikanan,Tiongkok,177115.16,87.23
2022-10-31,2022,10,October,Produk Perikanan,Malaysia,102073.71,48.48
2022-10-31,2022,10,October,Produk Perikanan,Jepang,49053.56,23.82
2022-10-31,2022,10,October,Produk Perikanan,Amerika Serikat,35617.16,14.56
2022-10-31,2022,10,October,Produk Perikanan,Singapura,98726.72,47.5
2022-10-31,2022,10,October,Produk Perikanan,Vietnam,75650.51,67.11
2022-10-31,2022,10,October,Produk Perikanan,Thailand,100224.44,33.48
2022-10-31,2022,10,October,Produk Perikanan,Korea Selatan,53298.25,18.95
2022-10-31,2022,10,October,Kerajinan Rotan,Tiongkok,57919.64,31.97
2022-10-31,2022,10,October,Kerajinan Rotan,Malaysia,51158.32,33.43
2022-10-31,2022,10,October,Kerajinan Rotan,Jepang,89917.22,58.54
2022-10-31,2022,10,October,Kerajinan Rotan,Amerika Serikat,14719.99,7.09
2022-10-31,2022,10,October,Kerajinan Rotan,Singapura,69929.51,27.61
2022-10-31,2022,10,October,Kerajinan Rotan,Vietnam,70525.48,30.73
2022-10-31,2022,10,October,Kerajinan Rotan,Thailand,53372.82,18.73
2022-10-31,2022,10,October,Kerajinan Rotan,Korea Selatan,15645.05,7.61
2022-10-31,2022,10,October,Minyak Kelapa,Tiongkok,72327.41,36.81
2022-10-31,2022,10,October,Minyak Kelapa,Malaysia,18210.72,13.1
2022-10-31,2022,10,October,Minyak Kelapa,Jepang,77652.68,43.94
2022-10-31,2022,10,October,Minyak Kelapa,Amerika Serikat,58542.47,26.52
2022-10-31,2022,10,October,Minyak Kelapa,Singapura,42031.31,29.28
2022-10-31,2022,10,October,Minyak Kelapa,Vietnam,15539.64,8.91
2022-10-31,2022,10,October,Minyak Kelapa,Thailand,21539.13,8.41
2022-10-31,2022,10,October,Minyak Kelapa,Korea Selatan,13059.72,6.7
2022-10-31,2022,10,October,Produk Olahan,Tiongkok,27464.92,10.5
2022-10-31,2022,10,October,Produk Olahan,Malaysia,104125.54,38.44
2022-10-31,2022,10,October,Produk Olahan,Jepang,19989.56,7.79
2022-10-31,2022,10,October,Produk Olahan,Amerika Serikat,62106.93,30.79
2022-10-31,2022,10,October,Produk Olahan,Singapura,72288.39,29.45
2022-10-31,2022,10,October,Produk Olahan,Vietnam,18251.91,12.58
2022-10-31,2022,10,October,Produk Olahan,Thailand,47588.82,34.64
2022-10-31,2022,10,October,Produk Olahan,Korea Selatan,78838.53,75.11
2022-11-30,2022,11,November,Kakao,Tiongkok,186345.0,41.18
2022-11-30,2022,11,November,Kakao,Malaysia,259033.63,54.21
2022-11-30,2022,11,November,Kakao,Jepang,91126.22,33.12
2022-11-30,2022,11,November,Kakao,Amerika Serikat,265985.54,78.7
2022-11-30,2022,11,November,Kakao,Singapura,107772.14,24.41
2022-11-30,2022,11,November,Kakao,Vietnam,87396.76,25.08
2022-11-30,2022,11,November,Kakao,Thailand,133203.63,37.97
2022-11-30,2022,11,November,Kakao,Korea Selatan,136097.69,45.33
2022-11-30,2022,11,November,Besi dan Baja,Tiongkok,345055.68,170.36
2022-11-30,2022,11,November,Besi dan Baja,Malaysia,287501.05,92.78
2022-11-30,2022,11,November,Besi dan Baja,Jepang,259864.07,53.41
2022-11-30,2022,11,November,Besi dan Baja,Amerika Serikat,193701.96,75.92
2022-11-30,2022,11,November,Besi dan Baja,Singapura,133054.14,43.36
2022-11-30,2022,11,November,Besi dan Baja,Vietnam,196771.01,62.28
2022-11-30,2022,11,November,Besi dan Baja,Thailand,169313.97,83.92
2022-11-30,2022,11,November,Besi dan Baja,Korea Selatan,288636.31,129.22
2022-11-30,2022,11,November,Kelapa,Tiongkok,155751.38,101.05
2022-11-30,2022,11,November,Kelapa,Malaysia,142970.29,51.74
2022-11-30,2022,11,November,Kelapa,Jepang,121524.5,103.58
2022-11-30,2022,11,November,Kelapa,Amerika Serikat,66998.95,34.51
2022-11-30,2022,11,November,Kelapa,Singapura,49387.64,19.13
2022-11-30,2022,11,November,Kelapa,Vietnam,67700.62,38.29
2022-11-30,2022,11,November,Kelapa,Thailand,80989.13,52.43
2022-11-30,2022,11,November,Kelapa,Korea Selatan,57065.77,20.08
2022-11-30,2022,11,November,Jagung,Tiongkok,60393.13,27.54
2022-11-30,2022,11,November,Jagung,Malaysia,74186.35,36.25
2022-11-30,2022,11,November,Jagung,Jepang,26902.43,12.97
2022-11-30,2022,11,November,Jagung,Amerika Serikat,39118.93,14.28
2022-11-30,2022,11,November,Jagung,Singapura,21836.61,20.36
2022-11-30,2022,11,November,Jagung,Vietnam,51079.69,36.5
2022-11-30,2022,11,November,Jagung,Thailand,34402.18,14.04
2022-11-30,2022,11,November,Jagung,Korea Selatan,35743.59,18.14
2022-11-30,2022,11,November,Produk Perikanan,Tiongkok,170577.25,126.98
2022-11-30,2022,11,November,Produk Perikanan,Malaysia,147494.2,69.84
2022-11-30,2022,11,November,Produk Perikanan,Jepang,87337.94,68.4
2022-11-30,2022,11,November,Produk Perikanan,Amerika Serikat,86865.14,38.12
2022-11-30,2022,11,November,Produk Perikanan,Singapura,90454.39,41.59
2022-11-30,2022,11,November,Produk Perikanan,Vietnam,79715.64,31.72
2022-11-30,2022,11,November,Produk Perikanan,Thailand,67994.93,24.38
2022-11-30,2022,11,November,Produk Perikanan,Korea Selatan,78941.08,28.22
2022-11-30,2022,11,November,Kerajinan Rotan,Tiongkok,64381.85,23.69
2022-11-30,2022,11,November,Kerajinan Rotan,Malaysia,80732.94,49.19
2022-11-30,2022,11,November,Kerajinan Rotan,Jepang,27536.71,15.0
2022-11-30,2022,11,November,Kerajinan Rotan,Amerika Serikat,33277.58,26.2
2022-11-30,2022,11,November,Kerajinan Rotan,Singapura,42046.12,22.32
2022-11-30,2022,11,November,Kerajinan Rotan,Vietnam,60532.72,21.72
2022-11-30,2022,11,November,Kerajinan Rotan,Thailand,26560.64,10.67
2022-11-30,2022,11,November,Kerajinan Rotan,Korea Selatan,21516.48,12.72
2022-11-30,2022,11,November,Minyak Kelapa,Tiongkok,33111.67,29.39
2022-11-30,2022,11,November,Minyak Kelapa,Malaysia,83017.68,36.61
2022-11-30,2022,11,November,Minyak Kelapa,Jepang,55837.01,27.17
2022-11-30,2022,11,November,Minyak Kelapa,Amerika Serikat,27850.85,10.21
2022-11-30,2022,11,November,Minyak Kelapa,Singapura,49218.05,47.68
2022-11-30,2022,11,November,Minyak Kelapa,Vietnam,26530.34,12.71
2022-11-30,2022,11,November,Minyak Kelapa,Thailand,61494.36,42.84
